ride_id,customer_id,driver_id,pickup_location,drop_location,city,ride_date,ride_time,ride_status,payment_status,ride_distance_km,ride_duration_min,ride_fare,payment_method
7038,1778,320,09186 Heather Points Suite 560,675 Hall Springs Apt. 619,Chennai,2025-02-11,06:14:45,Completed,Pending,8.31,18,340.07,Card
7039,1785,929,180 Dillon Mews Suite 543,28307 Molina Summit Suite 850,Hyderabad,2025-03-03,04:00:42,Cancelled,Pending,13.01,45,44.68,Card
7040,578,14,62928 Danielle Islands Suite 592,216 Love Fall Apt. 480,Kolkata,2025-01-06,23:53:32,Ongoing,Failed,5.67,16,200.01,Cash
7041,1517,548,7831 Thomas Neck Suite 095,337 Nancy Alley,Mumbai,2025-02-25,23:22:23,Cancelled,Failed,14.35,8,255.51,Card
7042,1966,23,8466 Solis Island Suite 785,557 Melinda Crossroad,Mumbai,2025-01-04,04:40:22,Ongoing,Pending,6.74,11,470.26,UPI
7043,1276,883,5281 Daniel Knoll,02169 Pena Vista,Hyderabad,2025-02-23,00:14:24,Ongoing,Paid,4.81,11,488.03,Wallet
7044,225,366,33979 William Highway,8791 Williams Trafficway Apt. 715,Hyderabad,2025-01-14,02:34:36,Ongoing,Failed,10.28,7,109.6,UPI
7045,1008,126,0433 Amanda Fields,5748 Allen Prairie Apt. 312,Delhi,2025-02-07,11:20:03,Ongoing,Paid,9.8,5,466.26,Card
7046,935,62,03121 Sarah Turnpike,905 Campos Underpass,Delhi,2025-02-25,08:37:09,Cancelled,Paid,9.32,34,290.24,Cash
7047,916,261,03191 Grant Mountains,93156 Alejandro Island,Pune,2025-02-12,11:49:28,Ongoing,Pending,10.78,40,283.14,Wallet
7048,704,878,64354 Lisa Ways,025 Sonya Causeway,Bangalore,2025-01-23,01:25:37,Ongoing,Paid,14.91,11,158.7,Cash
7049,310,536,0421 Rice Villages,8979 Bryan Course Apt. 453,Chennai,2025-02-09,19:44:51,Completed,Pending,12.1,21,52.38,UPI
7050,733,430,62336 West Avenue Suite 411,1971 Hill Fall Suite 136,Mumbai,2025-01-19,07:39:36,Ongoing,Failed,12.56,30,164.81,Cash
7051,760,731,95566 Sara Spur Apt. 506,2097 Ellis Land,Pune,2025-01-09,04:31:55,Ongoing,Failed,12.1,17,178.21,Card
7052,450,880,79152 Ellison Port Suite 603,65875 Rivera Point,Delhi,2025-01-28,05:23:27,Ongoing,Paid,8.59,6,446.15,Cash
7053,1058,678,35514 Jackson Parks Apt. 868,3015 Thomas Square Suite 876,Delhi,2025-02-16,12:48:57,Cancelled,Pending,13.26,31,423.37,Card
7054,1280,545,0415 Denise Burg Apt. 072,0314 Ashley Cape,Mumbai,2025-02-26,03:53:44,Completed,Failed,8.16,9,143.57,Wallet
7055,1567,935,13449 James Rapids Suite 706,14901 Joshua Plains Apt. 064,Chennai,2025-02-17,17:45:04,Ongoing,Pending,6.68,22,168.12,UPI
7056,1173,335,43225 Cheryl Prairie,608 Cole Station,Delhi,2025-01-27,19:41:20,Ongoing,Pending,12.71,9,260.54,UPI
7057,1377,454,96964 Tammy Pass Apt. 951,4521 Leach Lock Apt. 861,Delhi,2025-02-14,15:51:06,Cancelled,Failed,9.92,16,293.63,Card
7058,1265,420,388 Isaac Lights,344 Jennifer Forks Suite 317,Pune,2025-01-21,15:25:38,Completed,Failed,1.14,13,464.02,Wallet
7059,1351,832,6447 Nguyen Parks,982 Ashley Roads Suite 165,Pune,2025-02-22,01:00:00,Ongoing,Failed,8.69,21,140.31,UPI
7060,270,950,07606 Darren Shoal Apt. 686,6078 Kayla Parkways Suite 715,Mumbai,2025-02-24,03:43:39,Ongoing,Paid,1.07,40,487,Card
7061,1351,223,667 Gregory Grove,2539 David Wall,Mumbai,2025-02-19,13:35:39,Cancelled,Paid,3.35,22,181.63,Wallet
7062,642,767,95598 Martinez Meadow Apt. 952,92212 Miller Circle Suite 067,Pune,2025-02-21,09:57:06,Cancelled,Paid,12.93,7,116.29,UPI
7063,343,263,5776 Paul Burgs,06028 Hamilton Plains Suite 230,Chennai,2025-02-16,00:07:04,Ongoing,Pending,7.16,44,98.01,Wallet
7064,1801,575,96911 Aguilar Shoals Suite 883,0624 Anderson Landing Suite 259,Bangalore,2025-01-13,22:48:41,Ongoing,Failed,13.08,5,246.26,Cash
7065,1068,987,158 Daniel Motorway,291 Mark Freeway Apt. 464,Hyderabad,2025-02-11,11:56:11,Cancelled,Failed,8.52,39,61.84,Card
7066,221,343,35448 Mays Garden,50732 Ryan Street,Kolkata,2025-01-28,03:21:47,Cancelled,Pending,2.49,33,288.97,Card
7067,1025,981,3598 Barnes Mill Suite 943,9683 Weber Mills Apt. 106,Kolkata,2025-02-02,07:00:58,Cancelled,Failed,8.35,11,400.33,Card
7068,523,444,260 Casey Inlet Apt. 757,6993 Karen Club Apt. 354,Chennai,2025-01-13,05:18:42,Cancelled,Pending,6.8,41,267.67,Cash
7069,1410,645,194 Allison Ports Apt. 805,7588 Davis Run,Hyderabad,2025-02-19,11:45:45,Completed,Paid,12.96,28,489.73,UPI
7070,1494,888,9068 Chelsea Pines Apt. 196,7638 Fernandez Haven Apt. 490,Bangalore,2025-02-14,04:34:45,Completed,Failed,4.7,40,108.12,Card
7071,1261,321,6313 Karen Mountains Suite 482,38821 Short Lakes,Pune,2025-02-18,03:59:09,Completed,Pending,10.89,9,112.92,UPI
7072,396,9,706 Hart Trafficway Suite 632,2049 Clark Groves,Pune,2025-01-08,14:05:12,Ongoing,Failed,14.93,23,242.95,UPI
7073,1626,487,6822 Washington Station,2506 Alexander Alley,Delhi,2025-01-26,22:04:09,Ongoing,Failed,3.41,5,450.46,UPI
7074,292,172,30352 Smith Crossroad Apt. 530,380 Jesse Mills,Hyderabad,2025-01-04,01:30:21,Completed,Paid,1.54,40,135,Wallet
7075,1970,616,396 Lisa Wall Suite 678,7001 Brandi River,Chennai,2025-01-07,14:02:23,Cancelled,Failed,9.11,16,357.79,UPI
7076,1314,226,41559 Neal Knolls,21698 Emily Manors Apt. 112,Delhi,2025-01-11,11:41:30,Cancelled,Pending,5.55,12,159.09,UPI
7077,1877,173,6430 Thomas Glens,8395 Michael Vista,Hyderabad,2025-01-25,07:23:58,Ongoing,Failed,5.6,7,460.7,Cash
7078,1593,256,7607 Massey Skyway,510 Lee Heights Apt. 073,Kolkata,2025-01-20,10:06:00,Ongoing,Pending,14.85,37,458.29,Cash
7079,1729,402,878 Marissa Points Suite 459,63231 Rodriguez Loop,Delhi,2025-01-01,03:35:58,Cancelled,Pending,11.25,13,435.24,Wallet
7080,1524,229,122 Moss Pines,8343 Tyler Crossing,Chennai,2025-01-10,21:15:21,Cancelled,Failed,14.73,31,144.52,Cash
7081,1760,344,70664 Vang Tunnel Apt. 794,36780 Anne Gardens Apt. 942,Bangalore,2025-01-02,01:31:15,Completed,Paid,9.33,7,344.83,Card
7082,930,680,93774 Dennis Field Apt. 802,869 Debra Ports Apt. 747,Bangalore,2025-01-19,18:21:16,Completed,Pending,11.87,14,406.13,Wallet
7083,804,555,9595 Bray Courts Suite 487,55515 Caldwell Parkway Apt. 745,Bangalore,2025-01-09,04:49:53,Ongoing,Failed,8.37,8,236.95,Wallet
7084,1656,312,02152 Perry Villages Suite 541,08333 Chelsey Path Suite 202,Hyderabad,2025-02-26,21:54:52,Ongoing,Failed,6.2,10,482.15,UPI
7085,346,976,6606 Lowery Junction Suite 039,55694 Christie Terrace Apt. 474,Hyderabad,2025-02-12,10:20:36,Ongoing,Failed,2.37,31,36.14,Cash
7086,956,614,518 Gonzalez Avenue Apt. 712,359 Gonzalez Shoals Suite 839,Hyderabad,2025-01-27,22:03:58,Completed,Failed,14.01,12,451.23,Wallet
7087,1525,855,4452 Barbara Meadow Apt. 865,57840 Newton Locks,Hyderabad,2025-03-02,23:01:38,Completed,Failed,1.06,40,298.47,Card
7088,136,324,728 Michael Loaf Apt. 349,715 Gray Inlet,Chennai,2025-01-15,05:53:31,Completed,Failed,14.74,15,192.94,Cash
7089,1702,659,686 Michael Estates Suite 776,0975 Silva Spurs,Chennai,2025-03-03,05:29:29,Completed,Paid,2.73,43,255.58,Card
7090,871,157,14063 Brown Brooks Suite 908,963 Holloway Villages,Pune,2025-03-03,20:02:27,Cancelled,Paid,3.12,36,495.05,UPI
7091,1722,50,7878 Bond Orchard,956 Oliver Ferry,Mumbai,2025-01-04,14:10:41,Cancelled,Failed,10.52,12,494.01,Card
7092,282,622,16517 Robert Trace,6780 Rowe Field,Bangalore,2025-02-11,05:56:18,Completed,Failed,11.75,29,181.27,Wallet
7093,602,980,73107 Hill Underpass Apt. 578,943 Lamb Pine Apt. 971,Delhi,2025-02-25,15:33:00,Cancelled,Pending,9.1,32,351.94,UPI
7094,493,726,94135 Ramos Fords,485 Thomas Pike,Delhi,2025-01-25,06:32:41,Completed,Pending,5.22,7,209.92,Wallet
7095,497,184,052 Vargas Ports,27179 Brad Tunnel,Bangalore,2025-02-25,15:25:17,Completed,Failed,4.25,20,157.73,UPI
7096,988,926,6531 Cooper Freeway Apt. 879,379 Bolton Fords Apt. 380,Delhi,2025-02-26,05:30:47,Completed,Pending,8.97,36,160.6,UPI
7097,713,945,0493 Alan Knolls,051 Scott Dam Suite 639,Mumbai,2025-02-03,10:10:45,Cancelled,Paid,3.65,23,450.45,UPI
7098,1783,552,9109 Charles Summit Apt. 149,3819 Taylor Stream,Chennai,2025-01-30,05:54:57,Cancelled,Pending,6.3,30,302.17,UPI
7099,968,131,090 Allison Groves Suite 000,3486 Lopez Stravenue,Delhi,2025-01-23,00:21:01,Cancelled,Pending,8.85,13,261.3,Card
7100,1843,438,66592 Bradley Stravenue Apt. 451,96364 Anne Knoll Apt. 664,Kolkata,2025-02-15,11:01:28,Ongoing,Failed,1.95,29,54.99,Wallet
7101,176,266,47894 Hester Lodge,9012 Hall Village Suite 386,Mumbai,2025-01-09,12:10:23,Cancelled,Failed,11.28,28,210.58,UPI
7102,641,723,59140 Kirby Ports Apt. 349,9309 Sarah Loop,Bangalore,2025-01-26,23:04:39,Cancelled,Failed,5.47,41,365.32,UPI
7103,1146,293,474 Morgan Flat Apt. 836,03645 Stephanie Fort Apt. 245,Chennai,2025-02-05,12:34:25,Cancelled,Pending,1.6,23,296.94,Wallet
7104,1841,833,533 Jean Throughway Apt. 295,68710 Robert Points Apt. 294,Chennai,2025-01-09,09:27:25,Cancelled,Paid,11.88,38,179,Card
7105,190,234,09862 Rhonda Forest,9089 Anna Estate,Bangalore,2025-02-17,04:24:34,Ongoing,Failed,2.2,16,293.22,Card
7106,1555,12,96688 Bonilla Keys Apt. 808,79377 Acosta Heights,Mumbai,2025-02-27,20:23:39,Completed,Failed,1.45,8,138.49,Wallet
7107,7,707,960 James Rapids,605 Victoria Corner Apt. 936,Chennai,2025-02-07,03:52:31,Cancelled,Paid,3.64,44,182.64,Cash
7108,1028,963,880 Heather Burgs,14851 Lynn Trace,Chennai,2025-02-06,08:20:47,Completed,Paid,3.63,27,158.69,Cash
7109,1869,718,6907 Cooper Row,8933 Ross Mission,Bangalore,2025-01-08,09:27:03,Cancelled,Paid,6.12,28,293.26,Cash
7110,1713,758,96450 Burton Trail Apt. 712,076 Ashley Plains Apt. 104,Hyderabad,2025-03-02,14:56:17,Completed,Failed,3.35,24,277.7,Cash
7111,779,158,941 Derrick Creek,991 Christina Freeway,Delhi,2025-03-02,03:15:15,Cancelled,Paid,4.21,9,53.85,UPI
7112,1858,560,278 Emma Circles Apt. 233,690 Courtney Island,Mumbai,2025-01-20,00:54:17,Ongoing,Paid,8.18,23,378.23,Cash
7113,1466,758,8269 Heather Islands Apt. 307,369 Jason Isle,Pune,2025-02-10,02:15:05,Completed,Failed,7.36,44,89.34,Wallet
7114,366,223,6852 Audrey Greens Suite 188,3557 Andrew Islands Suite 862,Kolkata,2025-01-08,23:59:20,Ongoing,Failed,2.57,26,394.96,Cash
7115,604,395,48140 Christopher Fields Apt. 694,4703 Michelle Locks,Pune,2025-03-03,16:36:05,Completed,Failed,14.66,6,484.68,Cash
7116,488,632,8621 Brad Manor,401 Kimberly Canyon Suite 095,Pune,2025-01-08,23:44:00,Completed,Paid,10.82,18,416.67,Cash
7117,913,652,38080 David Pine,812 Jessica Lake Apt. 439,Kolkata,2025-01-02,00:54:20,Ongoing,Paid,9.59,34,92.23,Cash
7118,1353,748,20713 Lamb Orchard Suite 313,37010 Hernandez Rapid Apt. 920,Bangalore,2025-02-17,08:16:25,Ongoing,Paid,12.31,32,451.45,Cash
7119,1,781,921 Jones Way,96191 Alexis Shoal Apt. 295,Delhi,2025-01-25,10:10:21,Cancelled,Pending,6.03,21,427.03,Card
7120,1958,402,04100 Stephanie Rapid Apt. 207,9076 Mcfarland Springs Apt. 809,Hyderabad,2025-02-13,10:43:24,Cancelled,Paid,14.46,24,174.88,Wallet
7121,1493,702,796 Long Walk Apt. 354,1720 Powell Flats,Mumbai,2025-02-02,04:19:33,Ongoing,Failed,13.1,12,481.79,Cash
7122,693,372,80217 Smith Shores Apt. 817,1336 Juan Islands,Kolkata,2025-01-23,08:09:53,Cancelled,Paid,9.4,37,126.02,Cash
7123,210,241,039 Randy Stravenue Suite 609,9686 Ramirez Run Suite 935,Chennai,2025-02-13,17:45:49,Ongoing,Pending,14.09,11,152.59,Wallet
7124,330,270,159 Rojas Parks Apt. 230,07307 Hebert Trafficway,Delhi,2025-01-30,04:52:25,Ongoing,Failed,1.23,34,353.93,Cash
7125,1094,119,644 Shannon Ports Apt. 891,2143 Powell Route Suite 047,Chennai,2025-01-26,01:28:58,Completed,Paid,4.09,14,463,Card
7126,57,299,8805 Adams Passage Suite 618,16710 Holt Views Suite 442,Pune,2025-02-09,22:10:02,Ongoing,Pending,14.24,24,136.09,Cash
7127,569,733,6157 Jonathan Neck,52790 Natalie Cliff Apt. 199,Mumbai,2025-01-14,14:10:14,Cancelled,Pending,11.45,13,287.03,Cash
7128,554,721,69875 Barnett Streets,468 Holt Unions Suite 951,Pune,2025-03-02,08:25:06,Completed,Pending,8.64,15,97.49,Card
7129,1658,778,1125 Cox Stravenue,03526 Conner Union Suite 638,Mumbai,2025-02-16,22:48:52,Completed,Failed,14.12,18,334.48,UPI
7130,1886,430,21196 Singleton Roads Suite 910,0968 Bobby Mission Suite 715,Pune,2025-02-01,05:00:32,Cancelled,Paid,4.79,34,181.36,UPI
7131,1326,866,6987 Johnson Burg Apt. 450,651 Higgins Views Suite 059,Delhi,2025-01-08,05:32:57,Cancelled,Failed,6.18,43,60.47,Cash
7132,10,587,825 Scott Corners,911 John Island Suite 875,Delhi,2025-01-06,11:52:43,Ongoing,Failed,6.58,38,82.93,Wallet
7133,286,776,116 Mcgee Common Apt. 164,5562 Stacey Club,Delhi,2025-02-15,08:27:15,Cancelled,Failed,3.31,14,273.77,Wallet
7134,151,498,77853 Escobar Grove,39063 Dan Shoal Suite 853,Kolkata,2025-02-16,11:10:52,Ongoing,Paid,4.8,45,233.98,Wallet
7135,689,155,39115 Crystal Well,57056 Sutton Points Apt. 216,Kolkata,2025-02-03,13:20:12,Cancelled,Paid,12.5,16,246.64,Card
7136,1812,958,09850 Christopher Drives,44918 Brian Club,Bangalore,2025-01-26,21:41:00,Completed,Pending,12.36,26,387.27,Cash
7137,935,842,64526 Lori Track,161 Sheila Landing,Bangalore,2025-01-05,17:45:51,Cancelled,Failed,6.72,43,407.57,Wallet
7138,275,895,7502 Jackson Fields Apt. 305,009 Stephen Islands Suite 929,Chennai,2025-03-01,14:04:10,Cancelled,Paid,13.07,6,38.49,Wallet
7139,924,301,300 Kristy Isle,01000 Fisher Crescent,Mumbai,2025-02-14,17:31:20,Cancelled,Failed,1.56,8,371.82,Cash
7140,1737,384,4183 Rivers Key Apt. 471,71757 Donald Ranch Suite 617,Mumbai,2025-02-10,14:06:23,Ongoing,Failed,11.11,33,391.73,Cash
7141,1558,60,65848 John Junctions Suite 564,447 Higgins Field Suite 594,Bangalore,2025-01-03,01:18:58,Completed,Pending,14.82,11,45.34,UPI
7142,1103,132,31076 Brandon Rapids Apt. 991,72911 Johnson Plaza Apt. 335,Pune,2025-01-01,00:32:47,Ongoing,Failed,1.91,43,302.09,Card
7143,49,924,44546 Bradley Neck Apt. 498,86444 Sherman Garden Suite 716,Mumbai,2025-03-03,08:59:47,Ongoing,Failed,7.43,10,148.37,Wallet
7144,1455,695,5467 Janice River Apt. 393,95539 Green Crossroad Apt. 348,Pune,2025-02-10,11:34:26,Cancelled,Paid,7.56,28,202.2,Wallet
7145,1820,753,916 Morales Road,528 Thompson Mews,Bangalore,2025-02-02,21:26:42,Completed,Failed,9.84,34,79.95,Wallet
7146,139,860,0611 Brooks Dale Apt. 104,950 Kelley Crossing Apt. 024,Bangalore,2025-02-03,12:03:42,Completed,Pending,13.97,31,127.37,UPI
7147,1958,443,63304 Mann Islands,636 Daniel Lock,Chennai,2025-02-21,09:16:25,Cancelled,Paid,3.17,27,354.39,Card
7148,1221,1000,425 Hatfield Court Apt. 677,6226 Patel Mission,Kolkata,2025-03-03,15:59:59,Cancelled,Pending,3.04,38,291.45,Cash
7149,1330,923,806 Walker Valley Suite 268,57681 Christina Wells,Chennai,2025-02-28,04:24:10,Completed,Failed,5.75,28,346.19,Wallet
7150,1609,13,29055 Mccoy Bypass Apt. 846,236 James Rue Apt. 867,Chennai,2025-02-08,08:31:34,Ongoing,Failed,7.53,6,296.34,Wallet
7151,987,217,10815 Pineda Rapids Apt. 855,27798 Michael Fords Suite 563,Mumbai,2025-01-11,15:00:44,Ongoing,Paid,11.16,26,338.55,Wallet
7152,195,630,465 Jennifer Springs,714 David Burgs,Delhi,2025-02-08,10:14:30,Completed,Paid,9.05,8,359.2,UPI
7153,1762,984,1804 Benson Estates,1590 Elizabeth Motorway,Kolkata,2025-01-19,11:52:41,Ongoing,Failed,5.37,44,299.85,UPI
7154,1559,522,556 Laura Cape Apt. 375,5787 Brady Point,Kolkata,2025-03-01,17:31:59,Completed,Paid,8.14,12,406.08,Cash
7155,1094,353,4036 Nicholas Walks Apt. 716,79274 Giles Loop,Bangalore,2025-01-20,20:12:36,Completed,Pending,8.73,10,190.79,UPI
7156,249,24,0742 Stone Road,49554 Chavez Center Apt. 253,Bangalore,2025-02-19,09:43:48,Completed,Paid,10.58,19,219.98,UPI
7157,1590,162,53213 Jenkins Dam Suite 110,4396 Ramsey Manor Apt. 700,Chennai,2025-02-05,11:06:15,Ongoing,Paid,13.22,30,92.81,Card
7158,890,94,26848 Juan Inlet Suite 396,990 Dalton Flats,Pune,2025-02-09,19:09:02,Cancelled,Paid,1.62,14,59.02,Cash
7159,1545,360,10063 Bowen Pines Suite 729,0593 Amanda Extensions,Pune,2025-02-18,20:35:33,Completed,Paid,6.08,28,140.99,Cash
7160,1717,522,19305 Elizabeth Square Apt. 712,2637 Fox Shores,Hyderabad,2025-02-03,10:38:57,Completed,Paid,11.36,24,187.16,Card
7161,1984,583,080 Jackson Tunnel,986 Sharon Trail,Hyderabad,2025-02-03,16:45:50,Ongoing,Pending,4.67,24,109.13,Cash
7162,1397,869,701 Shawn Isle Suite 939,09855 Victoria Cliff Apt. 899,Delhi,2025-01-18,13:24:17,Completed,Failed,1.29,6,133.41,UPI
7163,1312,107,51232 Rita Inlet,65042 Vickie Grove,Bangalore,2025-01-28,17:34:44,Completed,Paid,9.12,19,118.35,Cash
7164,905,408,696 Heather Mountains,62644 Young Knolls Apt. 641,Bangalore,2025-02-14,06:38:01,Ongoing,Paid,2.11,6,495.06,Card
7165,1731,710,85364 Jeremy Oval,0655 Myers Stream Suite 491,Pune,2025-01-06,07:51:18,Ongoing,Failed,13.35,26,38.2,Wallet
7166,436,56,6913 Chad Course Suite 188,58766 Phillips Ways Apt. 496,Mumbai,2025-02-09,16:39:22,Cancelled,Paid,4.88,5,235.29,Card
7167,2,776,5682 Christopher Pike Suite 798,6497 Livingston Village,Delhi,2025-02-03,07:21:11,Completed,Paid,1.84,12,459.14,Card
7168,816,136,093 Sharon Bypass,9788 Jones Skyway,Delhi,2025-02-05,14:05:34,Ongoing,Paid,6.32,43,88.51,UPI
7169,73,780,3886 Rogers Field Apt. 477,942 Roberts Inlet,Mumbai,2025-01-28,21:57:16,Completed,Pending,14.78,22,55.28,Wallet
7170,1735,363,116 Kristin Wells Suite 390,8645 Carla Glens Suite 101,Bangalore,2025-01-08,14:35:47,Ongoing,Paid,12.86,45,213.34,Card
7171,866,69,67708 Reynolds Valley Suite 122,117 Weeks Courts Suite 043,Bangalore,2025-01-03,17:30:07,Cancelled,Failed,4.17,34,237.42,UPI
7172,1210,171,3231 Daniel Parkways Apt. 747,304 Lisa Groves,Mumbai,2025-01-19,00:25:39,Completed,Paid,7.04,13,321.34,Cash
7173,411,284,137 Bowers Curve,2806 Joseph Rest,Chennai,2025-01-11,02:54:12,Completed,Pending,10.89,31,363.87,UPI
7174,404,796,183 Wright Extensions,5846 Jessica Trail,Pune,2025-01-09,07:47:34,Cancelled,Pending,4.22,29,277.48,UPI
7175,1587,616,1560 Mark Brook Suite 506,84913 Garcia Via Suite 341,Mumbai,2025-01-12,22:22:39,Ongoing,Failed,11.35,25,61.32,Cash
7176,1646,449,2131 Kyle Court,69762 Le Pines Apt. 207,Pune,2025-02-26,16:44:52,Ongoing,Failed,5.39,22,376.26,UPI
7177,1856,601,1456 Garcia Brooks,510 Rowe Pass,Mumbai,2025-02-15,22:35:46,Cancelled,Paid,5.61,15,236.12,Card
7178,1614,595,6270 Tammy Divide,396 Montoya Manors Suite 048,Bangalore,2025-01-06,09:30:27,Ongoing,Failed,12.5,8,232.35,Wallet
7179,1468,635,945 Garza Cliff Suite 399,098 Moreno Light,Hyderabad,2025-02-12,08:19:49,Ongoing,Pending,7.67,28,233.17,UPI
7180,965,968,6709 Alvarez Causeway,3628 Maria Meadow,Mumbai,2025-01-01,04:29:23,Ongoing,Paid,14.18,19,168.07,Cash
7181,1585,799,67729 Carly Isle Suite 128,82912 Porter Light,Hyderabad,2025-02-18,14:48:45,Cancelled,Pending,9.04,30,496.98,UPI
7182,295,839,821 Long Run Suite 256,46958 Dunn Center,Chennai,2025-03-02,03:26:06,Cancelled,Failed,12.21,20,478.41,Card
7183,1663,813,8746 Elizabeth Track Suite 684,92892 Elizabeth Causeway,Hyderabad,2025-02-22,00:52:52,Cancelled,Pending,7.2,8,162.95,Cash
7184,1316,589,3016 Makayla Shoals Apt. 010,01700 Jackie Prairie Suite 349,Chennai,2025-01-02,11:43:26,Cancelled,Paid,7.42,39,130.13,Card
7185,969,590,4687 Maldonado Curve Apt. 117,192 Smith Expressway Suite 885,Mumbai,2025-02-12,09:24:34,Cancelled,Pending,7.82,39,195.32,Cash
7186,1288,355,017 Jeffrey Corner,2407 Timothy Lodge,Mumbai,2025-02-16,00:34:13,Cancelled,Failed,3.03,27,175.44,UPI
7187,962,316,8509 Jasmine Avenue Suite 989,5696 Maria Underpass Suite 907,Delhi,2025-02-12,20:50:51,Ongoing,Pending,3.76,39,254.69,UPI
7188,1551,29,3369 Holland Parkways,6838 Kenneth Shoals,Kolkata,2025-02-16,11:43:07,Completed,Paid,4.1,13,71.77,Card
7189,1437,106,44433 Rodriguez Track Suite 934,744 Trevino Isle Suite 014,Mumbai,2025-01-21,18:38:49,Cancelled,Failed,2.79,8,289.26,UPI
7190,444,920,12568 Samantha Corner,08485 David Unions,Kolkata,2025-01-06,16:37:28,Completed,Failed,11.04,10,387.93,Wallet
7191,1883,40,681 Fernandez Port,48316 Jennifer Courts,Delhi,2025-02-26,07:23:57,Cancelled,Failed,8.21,37,230.7,Wallet
7192,1931,392,7156 Donna Flat,965 Gina Summit Suite 548,Hyderabad,2025-02-12,15:06:57,Ongoing,Paid,12.08,39,98.68,Card
7193,1376,4,0046 Kristi Orchard,466 Williams Street Suite 293,Delhi,2025-01-13,16:38:55,Ongoing,Pending,2.67,9,206.17,Cash
7194,720,352,3876 Singh Fort,10166 Heather Views Apt. 524,Pune,2025-02-08,03:55:12,Ongoing,Failed,1.84,15,444.98,UPI
7195,339,728,2709 Laura Extension,7277 Wilson Manor Suite 653,Mumbai,2025-02-24,19:33:24,Ongoing,Pending,7.09,29,59.56,Card
7196,1788,410,098 Laura Ridges,640 Gonzalez Turnpike Suite 655,Delhi,2025-02-11,15:08:15,Completed,Pending,8.27,39,257.16,Cash
7197,712,910,0650 Paula Meadow Apt. 284,1174 Melanie Crest Suite 300,Delhi,2025-01-23,15:53:40,Ongoing,Paid,2.24,7,141.8,Cash
7198,927,412,42123 Davis Crossing,99027 Valerie Walks Apt. 606,Hyderabad,2025-01-22,20:47:15,Cancelled,Pending,12.95,7,323.09,UPI
7199,1308,249,0951 Washington Crescent Apt. 468,87796 Swanson Forge,Kolkata,2025-01-23,21:55:30,Ongoing,Pending,5,8,230.02,UPI
7200,609,327,6867 Jonathan Falls,239 Joseph Rapid Apt. 123,Delhi,2025-01-20,08:00:51,Ongoing,Pending,4.53,36,384.52,Wallet
7201,1728,25,214 Fields Lights Suite 424,87190 Foster Manors Apt. 810,Mumbai,2025-01-10,01:43:40,Cancelled,Paid,12.09,45,443.36,UPI
7202,1599,969,6078 Andre Ways Suite 945,1393 Perez Mountains,Chennai,2025-01-04,20:17:50,Completed,Pending,2.42,21,279.99,UPI
7203,1649,357,7499 Joseph Run,66220 Reed Village,Mumbai,2025-01-10,08:44:36,Completed,Pending,14.78,18,410.04,Cash
7204,695,428,7491 Erik Crest,320 Richards Vista Apt. 658,Bangalore,2025-01-14,16:34:46,Cancelled,Pending,4.11,5,307.53,Wallet
7205,1414,413,01151 Burke Station Apt. 410,6772 Kevin Glens,Delhi,2025-01-13,03:33:28,Ongoing,Failed,5.72,13,315.9,Wallet
7206,1305,261,767 Martin Junction,36950 Glass Heights Suite 174,Pune,2025-01-24,18:36:53,Cancelled,Failed,9.2,21,48.2,UPI
7207,1252,717,90666 Carlson Squares Apt. 505,693 Laura Landing,Pune,2025-02-08,04:55:50,Cancelled,Pending,6.99,10,342.16,Wallet
7208,195,298,883 Alyssa Motorway Suite 212,741 Riley Walk,Pune,2025-02-18,11:18:00,Completed,Paid,8.91,24,170.32,Cash
7209,436,389,4244 Rebecca Throughway,734 Marie Summit,Chennai,2025-01-24,03:21:10,Completed,Pending,12.44,30,168.66,Wallet
7210,1220,146,70212 Pace Stravenue Apt. 311,15117 Sarah Route,Bangalore,2025-03-03,15:57:52,Completed,Failed,3.4,20,386.8,UPI
7211,960,153,029 Bennett Tunnel Apt. 216,732 Eric Lakes Apt. 745,Chennai,2025-01-04,23:21:53,Ongoing,Failed,12.45,7,108.02,Card
7212,765,496,46414 Smith View Suite 026,817 Morrison Tunnel,Bangalore,2025-02-18,06:17:28,Cancelled,Pending,10.87,15,147.59,UPI
7213,1162,822,6487 Roberts Forge Suite 321,619 Lisa Roads Apt. 644,Chennai,2025-02-12,13:35:08,Cancelled,Failed,13.21,7,94.35,Wallet
7214,1846,538,5861 Burnett Ports Suite 432,78379 Smith Ville Suite 091,Pune,2025-01-03,16:03:29,Cancelled,Failed,6.84,39,453.3,Cash
7215,402,106,668 Sean Field,21659 Allison Drive Apt. 430,Kolkata,2025-02-22,09:44:45,Cancelled,Paid,3,36,352.35,Wallet
7216,1214,71,70337 Sonya Locks Apt. 181,78553 Elizabeth Glens,Pune,2025-01-27,18:19:47,Cancelled,Pending,10.04,44,323.31,Cash
7217,1506,598,21151 French Field Apt. 604,1791 Jeffrey Squares Suite 015,Hyderabad,2025-01-17,19:58:27,Cancelled,Paid,13.94,45,135.45,Cash
7218,1954,478,1420 Thompson Points Suite 578,202 Schmitt Groves Apt. 087,Delhi,2025-02-13,04:40:04,Ongoing,Pending,12.55,25,344.82,Card
